passenger_id,service_date,period,arrival_time,service_start_time,service_end_time,server_id,servers_scheduled
SYN-20260206-AFTERNOONPEAK-0002,2026-02-06,Afternoon peak,2026-02-06T14:00:18Z,2026-02-06T14:05:32Z,2026-02-06T14:05:46Z,1,5
SYN-20260206-AFTERNOONPEAK-0003,2026-02-06,Afternoon peak,2026-02-06T14:00:23Z,2026-02-06T14:05:46Z,2026-02-06T14:06:16Z,1,5
SYN-20260206-AFTERNOONPEAK-0004,2026-02-06,Afternoon peak,2026-02-06T14:00:40Z,2026-02-06T14:06:01Z,2026-02-06T14:08:40Z,3,5
SYN-20260206-AFTERNOONPEAK-0005,2026-02-06,Afternoon peak,2026-02-06T14:00:40Z,2026-02-06T14:06:16Z,2026-02-06T14:11:18Z,1,5
SYN-20260206-AFTERNOONPEAK-0006,2026-02-06,Afternoon peak,2026-02-06T14:00:50Z,2026-02-06T14:06:57Z,2026-02-06T14:21:07Z,2,5
SYN-20260206-AFTERNOONPEAK-0007,2026-02-06,Afternoon peak,2026-02-06T14:03:53Z,2026-02-06T14:06:57Z,2026-02-06T14:10:44Z,5,5
SYN-20260206-AFTERNOONPEAK-0008,2026-02-06,Afternoon peak,2026-02-06T14:04:30Z,2026-02-06T14:08:40Z,2026-02-06T14:13:39Z,3,5
SYN-20260206-AFTERNOONPEAK-0009,2026-02-06,Afternoon peak,2026-02-06T14:05:36Z,2026-02-06T14:09:22Z,2026-02-06T14:11:24Z,4,5
SYN-20260206-AFTERNOONPEAK-0010,2026-02-06,Afternoon peak,2026-02-06T14:06:09Z,2026-02-06T14:10:44Z,2026-02-06T14:12:35Z,5,5
SYN-20260206-AFTERNOONPEAK-0011,2026-02-06,Afternoon peak,2026-02-06T14:06:29Z,2026-02-06T14:11:18Z,2026-02-06T14:11:43Z,1,5
SYN-20260206-AFTERNOONPEAK-0012,2026-02-06,Afternoon peak,2026-02-06T14:07:25Z,2026-02-06T14:11:24Z,2026-02-06T14:17:38Z,4,5
SYN-20260206-AFTERNOONPEAK-0013,2026-02-06,Afternoon peak,2026-02-06T14:10:16Z,2026-02-06T14:11:43Z,2026-02-06T14:12:52Z,1,5
SYN-20260206-AFTERNOONPEAK-0014,2026-02-06,Afternoon peak,2026-02-06T14:10:51Z,2026-02-06T14:12:35Z,2026-02-06T14:15:06Z,5,5
SYN-20260206-AFTERNOONPEAK-0015,2026-02-06,Afternoon peak,2026-02-06T14:11:30Z,2026-02-06T14:12:52Z,2026-02-06T14:18:30Z,1,5
SYN-20260206-AFTERNOONPEAK-0016,2026-02-06,Afternoon peak,2026-02-06T14:11:36Z,2026-02-06T14:13:39Z,2026-02-06T14:18:48Z,3,5
SYN-20260206-AFTERNOONPEAK-0017,2026-02-06,Afternoon peak,2026-02-06T14:12:31Z,2026-02-06T14:15:06Z,2026-02-06T14:25:50Z,5,5
SYN-20260206-AFTERNOONPEAK-0018,2026-02-06,Afternoon peak,2026-02-06T14:14:39Z,2026-02-06T14:17:38Z,2026-02-06T14:20:51Z,4,5
SYN-20260206-AFTERNOONPEAK-0019,2026-02-06,Afternoon peak,2026-02-06T14:14:40Z,2026-02-06T14:18:30Z,2026-02-06T14:19:53Z,1,5
SYN-20260206-AFTERNOONPEAK-0020,2026-02-06,Afternoon peak,2026-02-06T14:15:03Z,2026-02-06T14:18:48Z,2026-02-06T14:18:53Z,3,5
SYN-20260206-AFTERNOONPEAK-0021,2026-02-06,Afternoon peak,2026-02-06T14:16:55Z,2026-02-06T14:18:53Z,2026-02-06T14:23:26Z,3,5
SYN-20260206-AFTERNOONPEAK-0022,2026-02-06,Afternoon peak,2026-02-06T14:17:27Z,2026-02-06T14:19:53Z,2026-02-06T14:21:18Z,1,5
SYN-20260206-AFTERNOONPEAK-0023,2026-02-06,Afternoon peak,2026-02-06T14:18:42Z,2026-02-06T14:20:51Z,2026-02-06T14:24:39Z,4,5
SYN-20260206-AFTERNOONPEAK-0024,2026-02-06,Afternoon peak,2026-02-06T14:18:43Z,2026-02-06T14:21:07Z,2026-02-06T14:22:50Z,2,5
SYN-20260206-AFTERNOONPEAK-0025,2026-02-06,Afternoon peak,2026-02-06T14:20:26Z,2026-02-06T14:21:18Z,2026-02-06T14:26:34Z,1,5
SYN-20260206-AFTERNOONPEAK-0026,2026-02-06,Afternoon peak,2026-02-06T14:20:43Z,2026-02-06T14:22:50Z,2026-02-06T14:27:18Z,2,5
SYN-20260206-AFTERNOONPEAK-0027,2026-02-06,Afternoon peak,2026-02-06T14:21:19Z,2026-02-06T14:23:26Z,2026-02-06T14:24:55Z,3,5
SYN-20260206-AFTERNOONPEAK-0028,2026-02-06,Afternoon peak,2026-02-06T14:21:37Z,2026-02-06T14:24:39Z,2026-02-06T14:28:13Z,4,5
SYN-20260206-AFTERNOONPEAK-0029,2026-02-06,Afternoon peak,2026-02-06T14:23:09Z,2026-02-06T14:24:55Z,2026-02-06T14:27:30Z,3,5
SYN-20260206-AFTERNOONPEAK-0030,2026-02-06,Afternoon peak,2026-02-06T14:24:13Z,2026-02-06T14:25:50Z,2026-02-06T14:40:09Z,5,5
SYN-20260206-AFTERNOONPEAK-0031,2026-02-06,Afternoon peak,2026-02-06T14:24:14Z,2026-02-06T14:26:34Z,2026-02-06T14:30:26Z,1,5
SYN-20260206-AFTERNOONPEAK-0032,2026-02-06,Afternoon peak,2026-02-06T14:25:03Z,2026-02-06T14:27:18Z,2026-02-06T14:27:52Z,2,5
SYN-20260206-AFTERNOONPEAK-0033,2026-02-06,Afternoon peak,2026-02-06T14:25:53Z,2026-02-06T14:27:30Z,2026-02-06T14:28:51Z,3,5
SYN-20260206-AFTERNOONPEAK-0034,2026-02-06,Afternoon peak,2026-02-06T14:26:23Z,2026-02-06T14:27:52Z,2026-02-06T14:28:22Z,2,5
SYN-20260206-AFTERNOONPEAK-0035,2026-02-06,Afternoon peak,2026-02-06T14:26:59Z,2026-02-06T14:28:13Z,2026-02-06T14:28:43Z,4,5
SYN-20260206-AFTERNOONPEAK-0036,2026-02-06,Afternoon peak,2026-02-06T14:28:52Z,2026-02-06T14:28:52Z,2026-02-06T14:29:59Z,2,5
SYN-20260206-AFTERNOONPEAK-0037,2026-02-06,Afternoon peak,2026-02-06T14:29:20Z,2026-02-06T14:29:20Z,2026-02-06T14:33:12Z,4,5
SYN-20260206-AFTERNOONPEAK-0038,2026-02-06,Afternoon peak,2026-02-06T14:29:59Z,2026-02-06T14:29:59Z,2026-02-06T14:31:19Z,3,5
SYN-20260206-AFTERNOONPEAK-0039,2026-02-06,Afternoon peak,2026-02-06T14:30:37Z,2026-02-06T14:30:37Z,2026-02-06T14:30:38Z,2,5
SYN-20260206-AFTERNOONPEAK-0040,2026-02-06,Afternoon peak,2026-02-06T14:32:03Z,2026-02-06T14:32:03Z,2026-02-06T14:33:02Z,1,5
SYN-20260206-AFTERNOONPEAK-0041,2026-02-06,Afternoon peak,2026-02-06T14:35:04Z,2026-02-06T14:35:04Z,2026-02-06T14:36:10Z,2,5
SYN-20260206-AFTERNOONPEAK-0042,2026-02-06,Afternoon peak,2026-02-06T14:35:26Z,2026-02-06T14:35:26Z,2026-02-06T14:35:34Z,3,5
SYN-20260206-AFTERNOONPEAK-0043,2026-02-06,Afternoon peak,2026-02-06T14:35:42Z,2026-02-06T14:35:42Z,2026-02-06T14:47:48Z,1,5
SYN-20260206-AFTERNOONPEAK-0044,2026-02-06,Afternoon peak,2026-02-06T14:36:29Z,2026-02-06T14:36:29Z,2026-02-06T14:41:20Z,4,5
SYN-20260206-AFTERNOONPEAK-0045,2026-02-06,Afternoon peak,2026-02-06T14:37:13Z,2026-02-06T14:37:13Z,2026-02-06T14:43:10Z,3,5
SYN-20260206-AFTERNOONPEAK-0046,2026-02-06,Afternoon peak,2026-02-06T14:38:08Z,2026-02-06T14:38:08Z,2026-02-06T14:39:29Z,2,5
SYN-20260206-AFTERNOONPEAK-0047,2026-02-06,Afternoon peak,2026-02-06T14:41:02Z,2026-02-06T14:41:02Z,2026-02-06T14:42:48Z,2,5
SYN-20260206-AFTERNOONPEAK-0048,2026-02-06,Afternoon peak,2026-02-06T14:41:18Z,2026-02-06T14:41:18Z,2026-02-06T14:50:45Z,5,5
SYN-20260206-AFTERNOONPEAK-0049,2026-02-06,Afternoon peak,2026-02-06T14:41:34Z,2026-02-06T14:41:34Z,2026-02-06T14:44:27Z,4,5
SYN-20260206-AFTERNOONPEAK-0050,2026-02-06,Afternoon peak,2026-02-06T14:43:22Z,2026-02-06T14:43:22Z,2026-02-06T14:46:57Z,2,5
SYN-20260206-AFTERNOONPEAK-0051,2026-02-06,Afternoon peak,2026-02-06T14:43:49Z,2026-02-06T14:43:49Z,2026-02-06T14:44:59Z,3,5
SYN-20260206-AFTERNOONPEAK-0052,2026-02-06,Afternoon peak,2026-02-06T14:43:58Z,2026-02-06T14:44:27Z,2026-02-06T14:47:01Z,4,5
SYN-20260206-AFTERNOONPEAK-0053,2026-02-06,Afternoon peak,2026-02-06T14:45:09Z,2026-02-06T14:45:09Z,2026-02-06T14:45:42Z,3,5
SYN-20260206-AFTERNOONPEAK-0054,2026-02-06,Afternoon peak,2026-02-06T14:46:01Z,2026-02-06T14:46:01Z,2026-02-06T14:48:39Z,3,5
SYN-20260206-AFTERNOONPEAK-0055,2026-02-06,Afternoon peak,2026-02-06T14:46:45Z,2026-02-06T14:46:57Z,2026-02-06T14:47:19Z,2,5
SYN-20260206-AFTERNOONPEAK-0056,2026-02-06,Afternoon peak,2026-02-06T14:49:37Z,2026-02-06T14:49:37Z,2026-02-06T14:52:04Z,4,5
SYN-20260206-AFTERNOONPEAK-0057,2026-02-06,Afternoon peak,2026-02-06T14:49:55Z,2026-02-06T14:49:55Z,2026-02-06T14:58:39Z,2,5
SYN-20260206-AFTERNOONPEAK-0058,2026-02-06,Afternoon peak,2026-02-06T14:50:15Z,2026-02-06T14:50:15Z,2026-02-06T14:53:16Z,1,5
SYN-20260206-AFTERNOONPEAK-0059,2026-02-06,Afternoon peak,2026-02-06T14:51:54Z,2026-02-06T14:51:54Z,2026-02-06T14:53:32Z,3,5
SYN-20260206-AFTERNOONPEAK-0060,2026-02-06,Afternoon peak,2026-02-06T14:52:19Z,2026-02-06T14:52:19Z,2026-02-06T14:57:31Z,5,5
SYN-20260206-AFTERNOONPEAK-0061,2026-02-06,Afternoon peak,2026-02-06T14:52:23Z,2026-02-06T14:52:23Z,2026-02-06T14:56:10Z,4,5
SYN-20260206-AFTERNOONPEAK-0062,2026-02-06,Afternoon peak,2026-02-06T14:53:15Z,2026-02-06T14:53:16Z,2026-02-06T14:55:31Z,1,5
SYN-20260206-AFTERNOONPEAK-0063,2026-02-06,Afternoon peak,2026-02-06T14:54:02Z,2026-02-06T14:54:02Z,2026-02-06T14:56:34Z,3,5
SYN-20260206-AFTERNOONPEAK-0064,2026-02-06,Afternoon peak,2026-02-06T14:55:33Z,2026-02-06T14:55:33Z,2026-02-06T14:56:28Z,1,5
SYN-20260206-AFTERNOONPEAK-0065,2026-02-06,Afternoon peak,2026-02-06T14:58:48Z,2026-02-06T14:58:48Z,2026-02-06T15:02:14Z,4,5
SYN-20260206-AFTERNOONPEAK-0066,2026-02-06,Afternoon peak,2026-02-06T14:58:48Z,2026-02-06T14:58:48Z,2026-02-06T15:00:08Z,1,5
SYN-20260206-AFTERNOONPEAK-0067,2026-02-06,Afternoon peak,2026-02-06T14:59:14Z,2026-02-06T14:59:14Z,2026-02-06T14:59:38Z,3,5
SYN-20260206-AFTERNOONPEAK-0068,2026-02-06,Afternoon peak,2026-02-06T14:59:44Z,2026-02-06T14:59:44Z,2026-02-06T14:59:59Z,5,5
SYN-20260206-AFTERNOONPEAK-0069,2026-02-06,Afternoon peak,2026-02-06T15:01:05Z,2026-02-06T15:01:05Z,2026-02-06T15:03:48Z,2,5
SYN-20260206-AFTERNOONPEAK-0070,2026-02-06,Afternoon peak,2026-02-06T15:01:26Z,2026-02-06T15:01:26Z,2026-02-06T15:12:39Z,3,5
SYN-20260206-AFTERNOONPEAK-0071,2026-02-06,Afternoon peak,2026-02-06T15:01:38Z,2026-02-06T15:01:38Z,2026-02-06T15:04:38Z,5,5
SYN-20260206-AFTERNOONPEAK-0072,2026-02-06,Afternoon peak,2026-02-06T15:01:47Z,2026-02-06T15:01:47Z,2026-02-06T15:06:32Z,1,5
SYN-20260206-AFTERNOONPEAK-0073,2026-02-06,Afternoon peak,2026-02-06T15:02:24Z,2026-02-06T15:02:24Z,2026-02-06T15:04:42Z,4,5
SYN-20260206-AFTERNOONPEAK-0074,2026-02-06,Afternoon peak,2026-02-06T15:02:32Z,2026-02-06T15:03:48Z,2026-02-06T15:04:35Z,2,5
SYN-20260206-AFTERNOONPEAK-0075,2026-02-06,Afternoon peak,2026-02-06T15:03:22Z,2026-02-06T15:04:35Z,2026-02-06T15:06:45Z,2,5
SYN-20260206-AFTERNOONPEAK-0076,2026-02-06,Afternoon peak,2026-02-06T15:03:31Z,2026-02-06T15:04:38Z,2026-02-06T15:06:38Z,5,5
SYN-20260206-AFTERNOONPEAK-0077,2026-02-06,Afternoon peak,2026-02-06T15:03:48Z,2026-02-06T15:04:42Z,2026-02-06T15:09:51Z,4,5
SYN-20260206-AFTERNOONPEAK-0078,2026-02-06,Afternoon peak,2026-02-06T15:07:50Z,2026-02-06T15:07:50Z,2026-02-06T15:11:54Z,1,5
SYN-20260206-AFTERNOONPEAK-0079,2026-02-06,Afternoon peak,2026-02-06T15:08:17Z,2026-02-06T15:08:17Z,2026-02-06T15:19:05Z,5,5
SYN-20260206-AFTERNOONPEAK-0080,2026-02-06,Afternoon peak,2026-02-06T15:08:26Z,2026-02-06T15:08:26Z,2026-02-06T15:09:15Z,2,5
SYN-20260206-AFTERNOONPEAK-0081,2026-02-06,Afternoon peak,2026-02-06T15:12:17Z,2026-02-06T15:12:17Z,2026-02-06T15:16:50Z,2,5
SYN-20260206-AFTERNOONPEAK-0082,2026-02-06,Afternoon peak,2026-02-06T15:12:25Z,2026-02-06T15:12:25Z,2026-02-06T15:15:04Z,4,5
SYN-20260206-AFTERNOONPEAK-0083,2026-02-06,Afternoon peak,2026-02-06T15:14:01Z,2026-02-06T15:14:01Z,2026-02-06T15:16:36Z,1,5
SYN-20260206-AFTERNOONPEAK-0084,2026-02-06,Afternoon peak,2026-02-06T15:14:32Z,2026-02-06T15:14:32Z,2026-02-06T15:18:36Z,3,5
SYN-20260206-AFTERNOONPEAK-0085,2026-02-06,Afternoon peak,2026-02-06T15:14:59Z,2026-02-06T15:15:04Z,2026-02-06T15:17:19Z,4,5
SYN-20260206-AFTERNOONPEAK-0086,2026-02-06,Afternoon peak,2026-02-06T15:16:24Z,2026-02-06T15:16:36Z,2026-02-06T15:19:00Z,1,5
SYN-20260206-AFTERNOONPEAK-0087,2026-02-06,Afternoon peak,2026-02-06T15:17:19Z,2026-02-06T15:17:19Z,2026-02-06T15:21:17Z,2,5
SYN-20260206-AFTERNOONPEAK-0088,2026-02-06,Afternoon peak,2026-02-06T15:18:39Z,2026-02-06T15:18:39Z,2026-02-06T15:25:04Z,4,5
SYN-20260206-AFTERNOONPEAK-0089,2026-02-06,Afternoon peak,2026-02-06T15:18:45Z,2026-02-06T15:18:45Z,2026-02-06T15:20:41Z,3,5
SYN-20260206-AFTERNOONPEAK-0090,2026-02-06,Afternoon peak,2026-02-06T15:19:55Z,2026-02-06T15:19:55Z,2026-02-06T15:19:56Z,1,5
SYN-20260206-AFTERNOONPEAK-0091,2026-02-06,Afternoon peak,2026-02-06T15:20:02Z,2026-02-06T15:20:02Z,2026-02-06T15:21:31Z,5,5
SYN-20260206-AFTERNOONPEAK-0092,2026-02-06,Afternoon peak,2026-02-06T15:24:33Z,2026-02-06T15:24:33Z,2026-02-06T15:25:33Z,1,5
SYN-20260206-AFTERNOONPEAK-0093,2026-02-06,Afternoon peak,2026-02-06T15:24:41Z,2026-02-06T15:24:41Z,2026-02-06T15:28:32Z,3,5
SYN-20260206-AFTERNOONPEAK-0094,2026-02-06,Afternoon peak,2026-02-06T15:25:12Z,2026-02-06T15:25:12Z,2026-02-06T15:34:35Z,2,5
SYN-20260206-AFTERNOONPEAK-0095,2026-02-06,Afternoon peak,2026-02-06T15:25:32Z,2026-02-06T15:25:32Z,2026-02-06T15:25:45Z,5,5
SYN-20260206-AFTERNOONPEAK-0096,2026-02-06,Afternoon peak,2026-02-06T15:26:37Z,2026-02-06T15:26:37Z,2026-02-06T15:32:01Z,4,5
SYN-20260206-AFTERNOONPEAK-0097,2026-02-06,Afternoon peak,2026-02-06T15:27:33Z,2026-02-06T15:27:33Z,2026-02-06T15:28:58Z,1,5
SYN-20260206-AFTERNOONPEAK-0098,2026-02-06,Afternoon peak,2026-02-06T15:28:06Z,2026-02-06T15:28:06Z,2026-02-06T15:31:04Z,5,5
SYN-20260206-AFTERNOONPEAK-0099,2026-02-06,Afternoon peak,2026-02-06T15:30:43Z,2026-02-06T15:30:43Z,2026-02-06T15:34:11Z,3,5
SYN-20260206-AFTERNOONPEAK-0100,2026-02-06,Afternoon peak,2026-02-06T15:31:29Z,2026-02-06T15:31:29Z,2026-02-06T15:34:49Z,1,5
SYN-20260206-AFTERNOONPEAK-0101,2026-02-06,Afternoon peak,2026-02-06T15:31:42Z,2026-02-06T15:31:42Z,2026-02-06T15:33:06Z,5,5
SYN-20260206-AFTERNOONPEAK-0102,2026-02-06,Afternoon peak,2026-02-06T15:31:46Z,2026-02-06T15:32:01Z,2026-02-06T15:32:53Z,4,5
SYN-20260206-AFTERNOONPEAK-0103,2026-02-06,Afternoon peak,2026-02-06T15:31:53Z,2026-02-06T15:32:53Z,2026-02-06T15:37:49Z,4,5
SYN-20260206-AFTERNOONPEAK-0104,2026-02-06,Afternoon peak,2026-02-06T15:33:18Z,2026-02-06T15:33:18Z,2026-02-06T15:39:26Z,5,5
SYN-20260206-AFTERNOONPEAK-0105,2026-02-06,Afternoon peak,2026-02-06T15:34:13Z,2026-02-06T15:34:13Z,2026-02-06T15:39:31Z,3,5
SYN-20260206-AFTERNOONPEAK-0106,2026-02-06,Afternoon peak,2026-02-06T15:34:22Z,2026-02-06T15:34:35Z,2026-02-06T15:45:48Z,2,5
SYN-20260206-AFTERNOONPEAK-0107,2026-02-06,Afternoon peak,2026-02-06T15:36:44Z,2026-02-06T15:36:44Z,2026-02-06T15:38:09Z,1,5
SYN-20260206-AFTERNOONPEAK-0108,2026-02-06,Afternoon peak,2026-02-06T15:37:12Z,2026-02-06T15:37:49Z,2026-02-06T15:43:49Z,4,5
SYN-20260206-AFTERNOONPEAK-0109,2026-02-06,Afternoon peak,2026-02-06T15:37:45Z,2026-02-06T15:38:09Z,2026-02-06T15:42:12Z,1,5
SYN-20260206-AFTERNOONPEAK-0110,2026-02-06,Afternoon peak,2026-02-06T15:37:49Z,2026-02-06T15:39:26Z,2026-02-06T15:51:14Z,5,5
SYN-20260206-AFTERNOONPEAK-0111,2026-02-06,Afternoon peak,2026-02-06T15:38:38Z,2026-02-06T15:39:31Z,2026-02-06T15:54:02Z,3,5
SYN-20260206-AFTERNOONPEAK-0112,2026-02-06,Afternoon peak,2026-02-06T15:39:00Z,2026-02-06T15:42:12Z,2026-02-06T15:47:00Z,1,5
SYN-20260206-AFTERNOONPEAK-0113,2026-02-06,Afternoon peak,2026-02-06T15:39:23Z,2026-02-06T15:43:49Z,2026-02-06T15:56:06Z,4,5
SYN-20260206-AFTERNOONPEAK-0114,2026-02-06,Afternoon peak,2026-02-06T15:39:45Z,2026-02-06T15:45:48Z,2026-02-06T15:47:15Z,2,5
SYN-20260206-AFTERNOONPEAK-0115,2026-02-06,Afternoon peak,2026-02-06T15:41:26Z,2026-02-06T15:47:00Z,2026-02-06T15:48:17Z,1,5
SYN-20260206-AFTERNOONPEAK-0116,2026-02-06,Afternoon peak,2026-02-06T15:41:28Z,2026-02-06T15:47:15Z,2026-02-06T15:50:31Z,2,5
SYN-20260206-AFTERNOONPEAK-0117,2026-02-06,Afternoon peak,2026-02-06T15:45:59Z,2026-02-06T15:48:17Z,2026-02-06T15:48:22Z,1,5
SYN-20260206-AFTERNOONPEAK-0118,2026-02-06,Afternoon peak,2026-02-06T15:46:42Z,2026-02-06T15:48:22Z,2026-02-06T15:49:11Z,1,5
SYN-20260206-AFTERNOONPEAK-0119,2026-02-06,Afternoon peak,2026-02-06T15:47:40Z,2026-02-06T15:49:11Z,2026-02-06T15:51:27Z,1,5
SYN-20260206-AFTERNOONPEAK-0120,2026-02-06,Afternoon peak,2026-02-06T15:48:01Z,2026-02-06T15:50:31Z,2026-02-06T16:03:38Z,2,5
SYN-20260206-AFTERNOONPEAK-0121,2026-02-06,Afternoon peak,2026-02-06T15:48:04Z,2026-02-06T15:51:14Z,2026-02-06T16:00:25Z,5,5
SYN-20260206-AFTERNOONPEAK-0122,2026-02-06,Afternoon peak,2026-02-06T15:49:05Z,2026-02-06T15:51:27Z,2026-02-06T15:52:54Z,1,5
SYN-20260206-AFTERNOONPEAK-0123,2026-02-06,Afternoon peak,2026-02-06T15:49:28Z,2026-02-06T15:52:54Z,2026-02-06T15:53:55Z,1,5
SYN-20260206-AFTERNOONPEAK-0124,2026-02-06,Afternoon peak,2026-02-06T15:49:49Z,2026-02-06T15:53:55Z,2026-02-06T15:57:37Z,1,5
SYN-20260206-AFTERNOONPEAK-0125,2026-02-06,Afternoon peak,2026-02-06T15:50:10Z,2026-02-06T15:54:02Z,2026-02-06T16:00:33Z,3,5
SYN-20260206-AFTERNOONPEAK-0126,2026-02-06,Afternoon peak,2026-02-06T15:50:35Z,2026-02-06T15:56:06Z,2026-02-06T15:59:03Z,4,5
SYN-20260206-AFTERNOONPEAK-0127,2026-02-06,Afternoon peak,2026-02-06T15:50:56Z,2026-02-06T15:57:37Z,2026-02-06T15:57:44Z,1,5
SYN-20260206-AFTERNOONPEAK-0128,2026-02-06,Afternoon peak,2026-02-06T15:51:49Z,2026-02-06T15:57:44Z,2026-02-06T16:04:02Z,1,5
SYN-20260206-AFTERNOONPEAK-0129,2026-02-06,Afternoon peak,2026-02-06T15:51:56Z,2026-02-06T15:59:03Z,2026-02-06T16:02:10Z,4,5
SYN-20260206-AFTERNOONPEAK-0130,2026-02-06,Afternoon peak,2026-02-06T15:52:10Z,2026-02-06T16:00:25Z,2026-02-06T16:03:05Z,5,5
SYN-20260206-AFTERNOONPEAK-0131,2026-02-06,Afternoon peak,2026-02-06T15:52:13Z,2026-02-06T16:00:33Z,2026-02-06T16:03:33Z,3,5
SYN-20260206-AFTERNOONPEAK-0132,2026-02-06,Afternoon peak,2026-02-06T15:53:05Z,2026-02-06T16:02:10Z,2026-02-06T16:13:20Z,4,5
SYN-20260206-AFTERNOONPEAK-0133,2026-02-06,Afternoon peak,2026-02-06T15:53:06Z,2026-02-06T16:03:05Z,2026-02-06T16:10:01Z,5,5
SYN-20260206-AFTERNOONPEAK-0134,2026-02-06,Afternoon peak,2026-02-06T15:53:44Z,2026-02-06T16:03:33Z,2026-02-06T16:03:43Z,3,5
SYN-20260206-AFTERNOONPEAK-0135,2026-02-06,Afternoon peak,2026-02-06T15:54:05Z,2026-02-06T16:03:38Z,2026-02-06T16:04:24Z,2,5
SYN-20260206-AFTERNOONPEAK-0136,2026-02-06,Afternoon peak,2026-02-06T15:54:23Z,2026-02-06T16:03:43Z,2026-02-06T16:04:15Z,3,5
SYN-20260206-AFTERNOONPEAK-0137,2026-02-06,Afternoon peak,2026-02-06T15:54:57Z,2026-02-06T16:04:02Z,2026-02-06T16:05:58Z,1,5
SYN-20260206-AFTERNOONPEAK-0138,2026-02-06,Afternoon peak,2026-02-06T15:55:22Z,2026-02-06T16:04:15Z,2026-02-06T16:05:34Z,3,5
SYN-20260206-AFTERNOONPEAK-0139,2026-02-06,Afternoon peak,2026-02-06T15:56:45Z,2026-02-06T16:04:24Z,2026-02-06T16:07:41Z,2,5
SYN-20260206-AFTERNOONPEAK-0140,2026-02-06,Afternoon peak,2026-02-06T15:58:54Z,2026-02-06T16:05:34Z,2026-02-06T16:07:25Z,3,5
SYN-20260206-AFTERNOONPEAK-0141,2026-02-06,Afternoon peak,2026-02-06T15:59:00Z,2026-02-06T16:05:58Z,2026-02-06T16:09:18Z,1,5
SYN-20260206-AFTERNOONPEAK-0142,2026-02-06,Afternoon peak,2026-02-06T15:59:22Z,2026-02-06T16:07:25Z,2026-02-06T16:11:21Z,3,5
SYN-20260206-EVENING-0001,2026-02-06,Evening,2026-02-06T18:01:55Z,2026-02-06T18:03:45Z,2026-02-06T18:04:18Z,3,4
SYN-20260206-EVENING-0002,2026-02-06,Evening,2026-02-06T18:03:56Z,2026-02-06T18:04:03Z,2026-02-06T18:07:40Z,2,4
SYN-20260206-EVENING-0003,2026-02-06,Evening,2026-02-06T18:04:59Z,2026-02-06T18:04:59Z,2026-02-06T18:09:29Z,3,4
SYN-20260206-EVENING-0004,2026-02-06,Evening,2026-02-06T18:05:37Z,2026-02-06T18:07:21Z,2026-02-06T18:12:59Z,1,4
SYN-20260206-EVENING-0005,2026-02-06,Evening,2026-02-06T18:05:47Z,2026-02-06T18:07:40Z,2026-02-06T18:08:36Z,2,4
SYN-20260206-EVENING-0006,2026-02-06,Evening,2026-02-06T18:06:18Z,2026-02-06T18:08:08Z,2026-02-06T18:08:57Z,4,4
SYN-20260206-EVENING-0007,2026-02-06,Evening,2026-02-06T18:08:04Z,2026-02-06T18:08:36Z,2026-02-06T18:11:06Z,2,4
SYN-20260206-EVENING-0008,2026-02-06,Evening,2026-02-06T18:09:04Z,2026-02-06T18:09:04Z,2026-02-06T18:10:05Z,4,4
SYN-20260206-EVENING-0009,2026-02-06,Evening,2026-02-06T18:09:43Z,2026-02-06T18:09:43Z,2026-02-06T18:10:13Z,3,4
SYN-20260206-EVENING-0010,2026-02-06,Evening,2026-02-06T18:09:49Z,2026-02-06T18:10:05Z,2026-02-06T18:15:13Z,4,4
SYN-20260206-EVENING-0011,2026-02-06,Evening,2026-02-06T18:12:05Z,2026-02-06T18:12:05Z,2026-02-06T18:16:53Z,3,4
SYN-20260206-EVENING-0012,2026-02-06,Evening,2026-02-06T18:12:06Z,2026-02-06T18:12:06Z,2026-02-06T18:19:26Z,2,4
SYN-20260206-EVENING-0013,2026-02-06,Evening,2026-02-06T18:12:43Z,2026-02-06T18:12:59Z,2026-02-06T18:14:58Z,1,4
SYN-20260206-EVENING-0014,2026-02-06,Evening,2026-02-06T18:13:15Z,2026-02-06T18:14:58Z,2026-02-06T18:23:51Z,1,4
SYN-20260206-EVENING-0015,2026-02-06,Evening,2026-02-06T18:15:17Z,2026-02-06T18:15:17Z,2026-02-06T18:36:04Z,4,4
SYN-20260206-EVENING-0016,2026-02-06,Evening,2026-02-06T18:16:30Z,2026-02-06T18:16:53Z,2026-02-06T18:30:55Z,3,4
SYN-20260206-EVENING-0017,2026-02-06,Evening,2026-02-06T18:17:53Z,2026-02-06T18:19:26Z,2026-02-06T18:20:24Z,2,4
SYN-20260206-EVENING-0018,2026-02-06,Evening,2026-02-06T18:19:16Z,2026-02-06T18:20:24Z,2026-02-06T18:24:20Z,2,4
SYN-20260206-EVENING-0019,2026-02-06,Evening,2026-02-06T18:19:25Z,2026-02-06T18:23:51Z,2026-02-06T18:31:49Z,1,4
SYN-20260206-EVENING-0020,2026-02-06,Evening,2026-02-06T18:20:25Z,2026-02-06T18:24:20Z,2026-02-06T18:30:02Z,2,4
SYN-20260206-EVENING-0021,2026-02-06,Evening,2026-02-06T18:23:09Z,2026-02-06T18:30:02Z,2026-02-06T18:34:19Z,2,4
SYN-20260206-EVENING-0022,2026-02-06,Evening,2026-02-06T18:23:15Z,2026-02-06T18:30:55Z,2026-02-06T18:32:59Z,3,4
